Status,Checking,Duration,History,Purpose,Amount,Savings,Employment,PerCentIncome,PersonalStatus,Debtors,ResidentYears,Property,Age,Plans,Housing,Credits,Job,Liability,Telephone,Foreign
2,0to200,36,BADtoCREDIT,CARtoNEW,2820,lt100,1,4,MALEtoDIVORCED,NONE,4,CARtoOTHER,27,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,18,BADtoCREDIT,CARtoNEW,1056,lt100,8,3,MALEtoMARRIEDorWIDOWED,GUARANTOR,3,REALtoESTATE,30,BANK,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,24,BADtoCREDIT,OTHER,11938,lt100,4,2,MALEtoMARRIEDorWIDOWED,COtoAPPLICANT,3,CARtoOTHER,39,NONE,OWN,2,MANAGEMENTtoSELFEMPLOYED,2,YES,YES
2,0to200,48,BADtoCREDIT,FURNITURE,5096,lt100,4,2,FEMALEtoDIVORCEDtoMARRIED,NONE,3,CARtoOTHER,30,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,18,BADtoCREDIT,FURNITURE,1928,lt100,1,2,MALEtoMARRIEDorWIDOWED,NONE,2,REALtoESTATE,31,NONE,OWN,2,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,24,BADtoCREDIT,FURNITURE,4736,lt100,1,2,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,25,BANK,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,30,BADtoCREDIT,FURNITURE,8386,lt100,7,2,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,49,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,45,BADtoCREDIT,HIFI,4746,lt100,1,4,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,25,NONE,OWN,2,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,18,BADtoCREDIT,HIFI,1245,lt100,4,4,MALEtoMARRIEDtoWIDOWED,NONE,2,CARtoOTHER,33,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,24,BADtoCREDIT,HIFI,1216,100to500,1,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,38,BANK,OWN,2,SKILLEDtoEMPLOYEE,2,NONE,YES
2,0to200,39,BADtoCREDIT,HIFI,4933,lt100,7,2,MALEtoMARRIEDorWIDOWED,GUARANTOR,2,REALtoESTATE,25,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,27,BADtoCREDIT,HIFI,2520,500to1000,4,4,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,23,NONE,OWN,2,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,9,BADtoCREDIT,EDUCATION,1501,lt100,8,2,FEMALEtoDIVORCEDtoMARRIED,NONE,3,CARtoOTHER,34,NONE,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,9,BADtoCREDIT,EDUCATION,1136,gt1000,8,4,MALEtoMARRIEDorWIDOWED,NONE,3,UNKNOWN,32,NONE,FREE,2,SKILLEDtoEMPLOYEE,2,NONE,YES
2,0to200,24,BADtoCREDIT,BUSINESS,1935,lt100,8,4,MALEtoDIVORCED,NONE,4,REALtoESTATE,31,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,gt200,9,NOtoCREDIT,HIFI,1337,lt100,1,4,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,34,NONE,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,gt200,12,PAIDBACKtoCREDIT,BUSINESS,609,lt100,1,4,FEMALEtoDIVORCEDtoMARRIED,NONE,1,REALtoESTATE,26,NONE,OWN,1,UNSKILLEDtoNONtoRESIDENT,1,NONE,YES
2,gt200,10,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1240,100to500,8,1,FEMALEtoDIVORCEDtoMARRIED,NONE,4,UNKNOWN,48,NONE,FREE,1,UNSKILLEDtoRESIDENT,2,NONE,YES
2,gt200,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,947,lt100,7,4,MALEtoMARRIEDorWIDOWED,NONE,3,UNKNOWN,38,BANK,FREE,1,SKILLEDtoEMPLOYEE,2,NONE,YES
2,gt200,18,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,2864,lt100,4,2,MALEtoMARRIEDorWIDOWED,NONE,1,REALtoESTATE,34,NONE,OWN,1,UNSKILLEDtoRESIDENT,2,NONE,YES
2,gt200,18,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,2100,lt100,4,4,MALEtoMARRIEDorWIDOWED,COtoAPPLICANT,2,REALtoESTATE,37,STORES,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,gt200,36,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,4210,lt100,4,4,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,26,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,gt200,15,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,2327,lt100,1,2,FEMALEtoDIVORCEDtoMARRIED,NONE,3,REALtoESTATE,25,NONE,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,gt200,9,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,745,lt100,4,3,FEMALEtoDIVORCEDtoMARRIED,NONE,2,REALtoESTATE,28,NONE,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,gt200,30,DELAYEDtoPAYBACKtoCREDIT,BUSINESS,1908,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,REALtoESTATE,66,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,gt200,24,BADtoCREDIT,CARtoNEW,1344,UNKNOWN,7,4,MALEtoMARRIEDorWIDOWED,NONE,2,REALtoESTATE,37,BANK,OWN,2,UNSKILLEDtoRESIDENT,2,NONE,YES
2,gt200,12,BADtoCREDIT,CARtoNEW,939,500to1000,7,4,MALEtoMARRIEDtoWIDOWED,NONE,2,REALtoESTATE,28,NONE,OWN,3,SKILLEDtoEMPLOYEE,1,YES,YES
2,gt200,15,BADtoCREDIT,HIFI,1271,UNKNOWN,4,3,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,39,NONE,FREE,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,gt200,21,BADtoCREDIT,EDUCATION,2319,lt100,1,2,MALEtoDIVORCED,NONE,1,CARtoOTHER,33,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,21,NOtoCREDIT,CARtoNEW,5003,UNKNOWN,4,1,FEMALEtoDIVORCEDtoMARRIED,NONE,4,SAVINGStoLIFEtoINSURANCE,29,BANK,OWN,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,NONE,18,NOtoCREDIT,BUSINESS,4165,lt100,4,2,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,36,STORES,OWN,2,SKILLEDtoEMPLOYEE,2,NONE,YES
2,NONE,18,PAIDBACKtoCREDIT,CARtoNEW,6458,lt100,8,2,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,39,BANK,OWN,2,MANAGEMENTtoSELFEMPLOYED,2,YES,YES
2,NONE,30,PAIDBACKtoCREDIT,CARtoUSED,7485,UNKNOWN,0,4,FEMALEtoDIVORCEDtoMARRIED,NONE,1,REALtoESTATE,53,BANK,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,NONE,10,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1309,UNKNOWN,4,4,MALEtoMARRIEDorWIDOWED,GUARANTOR,4,SAVINGStoLIFEtoINSURANCE,27,NONE,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,NONE,12,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1386,500to1000,4,2,FEMALEtoDIVORCEDtoMARRIED,NONE,2,SAVINGStoLIFEtoINSURANCE,26,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,27,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,2570,lt100,4,3,FEMALEtoDIVORCEDtoMARRIED,NONE,3,REALtoESTATE,21,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,18,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,6761,UNKNOWN,4,2,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,68,NONE,RENT,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,6,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,4611,lt100,1,1,FEMALEtoDIVORCEDtoMARRIED,NONE,4,SAVINGStoLIFEtoINSURANCE,32,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,36,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,3349,lt100,4,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,CARtoOTHER,28,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,NONE,9,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,1980,lt100,1,2,FEMALEtoDIVORCEDtoMARRIED,COtoAPPLICANT,2,CARtoOTHER,19,NONE,RENT,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,12,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,1123,500to1000,4,4,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,29,NONE,RENT,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,NONE,10,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,2210,lt100,4,2,MALEtoMARRIEDorWIDOWED,NONE,2,REALtoESTATE,25,BANK,RENT,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,NONE,18,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,1533,lt100,1,4,MALEtoMARRIEDtoWIDOWED,COtoAPPLICANT,1,SAVINGStoLIFEtoINSURANCE,43,NONE,OWN,1,UNSKILLEDtoRESIDENT,2,NONE,YES
2,NONE,36,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,10974,lt100,0,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,CARtoOTHER,26,NONE,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,NONE,24,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,5943,UNKNOWN,1,1,FEMALEtoDIVORCEDtoMARRIED,NONE,1,CARtoOTHER,44,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,NONE,9,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,1478,lt100,7,4,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,22,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,18,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,433,lt100,0,3,FEMALEtoDIVORCEDtoMARRIED,COtoAPPLICANT,4,REALtoESTATE,22,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,24,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,3621,100to500,8,2,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,31,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,24,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,2397,500to1000,8,3,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,35,BANK,OWN,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,NONE,18,PAIDBACKtoCREDITtoOUTSTANDING,REPAIRS,1943,lt100,1,4,FEMALEtoDIVORCEDtoMARRIED,NONE,4,REALtoESTATE,23,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,36,PAIDBACKtoCREDITtoOUTSTANDING,EDUCATION,1819,lt100,4,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,37,STORES,FREE,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,NONE,12,PAIDBACKtoCREDITtoOUTSTANDING,EDUCATION,719,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,41,BANK,OWN,1,UNSKILLEDtoRESIDENT,2,NONE,YES
2,NONE,15,PAIDBACKtoCREDITtoOUTSTANDING,EDUCATION,4623,100to500,4,3,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,40,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,NONE,24,PAIDBACKtoCREDITtoOUTSTANDING,BUSINESS,4591,gt1000,4,2,MALEtoMARRIEDorWIDOWED,NONE,3,SAVINGStoLIFEtoINSURANCE,54,NONE,OWN,3,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,NONE,48,PAIDBACKtoCREDITtoOUTSTANDING,BUSINESS,3914,UNKNOWN,4,4,MALEtoDIVORCED,NONE,2,REALtoESTATE,38,BANK,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,48,PAIDBACKtoCREDITtoOUTSTANDING,BUSINESS,4844,lt100,0,3,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,33,BANK,RENT,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,NONE,24,DELAYEDtoPAYBACKtoCREDIT,CARtoNEW,2538,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,47,NONE,OWN,2,UNSKILLEDtoRESIDENT,2,NONE,YES
2,NONE,18,DELAYEDtoPAYBACKtoCREDIT,FURNITURE,1808,lt100,7,4,FEMALEtoDIVORCEDtoMARRIED,NONE,1,REALtoESTATE,22,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,36,DELAYEDtoPAYBACKtoCREDIT,HIFI,4463,lt100,4,4,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,26,NONE,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,NONE,12,DELAYEDtoPAYBACKtoCREDIT,REPAIRS,1555,gt1000,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,55,NONE,FREE,2,SKILLEDtoEMPLOYEE,2,NONE,YES
2,NONE,36,DELAYEDtoPAYBACKtoCREDIT,BUSINESS,9572,lt100,1,1,MALEtoDIVORCED,NONE,1,CARtoOTHER,28,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,24,DELAYEDtoPAYBACKtoCREDIT,BUSINESS,8648,lt100,1,2,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,27,BANK,OWN,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,NONE,36,DELAYEDtoPAYBACKtoCREDIT,BUSINESS,7980,UNKNOWN,1,4,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,27,NONE,RENT,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,NONE,21,DELAYEDtoPAYBACKtoCREDIT,BUSINESS,2580,500to1000,1,4,MALEtoMARRIEDorWIDOWED,NONE,2,REALtoESTATE,41,BANK,OWN,1,UNSKILLEDtoRESIDENT,2,NONE,YES
2,NONE,18,DELAYEDtoPAYBACKtoCREDIT,BUSINESS,2169,lt100,4,4,MALEtoMARRIEDtoWIDOWED,NONE,2,CARtoOTHER,28,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,NONE,36,BADtoCREDIT,CARtoNEW,7855,lt100,4,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,REALtoESTATE,25,STORES,OWN,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,NONE,48,BADtoCREDIT,CARtoNEW,10127,500to1000,4,2,MALEtoMARRIEDorWIDOWED,NONE,2,UNKNOWN,44,BANK,FREE,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,18,BADtoCREDIT,CARtoNEW,2775,lt100,7,2,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,31,BANK,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,18,BADtoCREDIT,CARtoNEW,1530,lt100,4,3,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,32,BANK,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,21,BADtoCREDIT,CARtoNEW,12680,UNKNOWN,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,30,NONE,FREE,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,NONE,48,BADtoCREDIT,CARtoUSED,11590,100to500,4,2,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,24,BANK,RENT,2,UNSKILLEDtoRESIDENT,1,NONE,YES
2,NONE,36,BADtoCREDIT,FURNITURE,7127,lt100,1,2,FEMALEtoDIVORCEDtoMARRIED,NONE,4,SAVINGStoLIFEtoINSURANCE,23,NONE,RENT,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,NONE,12,BADtoCREDIT,HIFI,797,UNKNOWN,8,4,FEMALEtoDIVORCEDtoMARRIED,NONE,3,SAVINGStoLIFEtoINSURANCE,33,BANK,OWN,1,UNSKILLEDtoRESIDENT,2,NONE,YES
2,NONE,18,BADtoCREDIT,EDUCATION,1864,100to500,4,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,REALtoESTATE,30,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,NONE,12,BADtoCREDIT,BUSINESS,2292,lt100,0,4,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,42,STORES,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
1,lt0,30,NOtoCREDIT,FURNITURE,4583,lt100,4,2,MALEtoDIVORCED,GUARANTOR,2,REALtoESTATE,32,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
1,lt0,30,NOtoCREDIT,BUSINESS,8072,UNKNOWN,1,2,MALEtoMARRIEDorWIDOWED,NONE,3,CARtoOTHER,25,BANK,OWN,3,SKILLEDtoEMPLOYEE,1,NONE,YES
1,lt0,18,NOtoCREDIT,BUSINESS,3104,lt100,7,3,MALEtoMARRIEDorWIDOWED,NONE,1,SAVINGStoLIFEtoINSURANCE,31,BANK,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
1,lt0,24,PAIDBACKtoCREDIT,CARtoNEW,2325,100to500,7,2,MALEtoMARRIEDorWIDOWED,NONE,3,CARtoOTHER,32,BANK,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
1,lt0,24,PAIDBACKtoCREDIT,CARtoUSED,3632,lt100,4,1,FEMALEtoDIVORCEDtoMARRIED,GUARANTOR,4,CARtoOTHER,22,BANK,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,NO
1,lt0,24,PAIDBACKtoCREDIT,FURNITURE,2828,500to1000,4,4,MALEtoMARRIEDorWIDOWED,NONE,4,REALtoESTATE,22,STORES,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
1,lt0,24,PAIDBACKtoCREDIT,FURNITURE,2483,500to1000,4,4,MALEtoMARRIEDorWIDOWED,NONE,4,REALtoESTATE,22,STORES,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
1,lt0,18,PAIDBACKtoCREDIT,HIFI,1940,lt100,1,3,MALEtoMARRIEDorWIDOWED,COtoAPPLICANT,4,UNKNOWN,36,BANK,FREE,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
1,lt0,12,PAIDBACKtoCREDIT,RETRAINING,339,lt100,8,4,MALEtoMARRIEDtoWIDOWED,NONE,1,CARtoOTHER,45,BANK,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
1,lt0,15,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1403,lt100,4,2,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,28,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
1,lt0,18,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,2249,100to500,7,4,MALEtoMARRIEDorWIDOWED,NONE,3,CARtoOTHER,30,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,2,YES,YES
1,lt0,12,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1168,lt100,4,4,MALEtoMARRIEDtoWIDOWED,NONE,3,REALtoESTATE,27,NONE,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
1,lt0,47,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,10722,lt100,1,1,FEMALEtoDIVORCEDtoMARRIED,NONE,1,REALtoESTATE,35,NONE,OWN,1,UNSKILLEDtoRESIDENT,1,YES,YES
1,lt0,36,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,3249,lt100,7,2,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,39,BANK,FREE,1,MANAGEMENTtoSELFEMPLOYED,2,YES,YES
1,lt0,15,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1721,lt100,1,2,MALEtoMARRIEDorWIDOWED,NONE,3,REALtoESTATE,36,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
1,lt0,6,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1203,100to500,8,3,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,43,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
1,lt0,6,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,662,lt100,1,3,MALEtoMARRIEDorWIDOWED,NONE,4,REALtoESTATE,41,NONE,OWN,1,UNSKILLEDtoRESIDENT,2,YES,YES
1,lt0,6,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1374,UNKNOWN,0,4,FEMALEtoDIVORCEDtoMARRIED,NONE,3,SAVINGStoLIFEtoINSURANCE,75,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
1,lt0,14,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,3973,lt100,0,1,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,22,NONE,FREE,1,SKILLEDtoEMPLOYEE,1,NONE,YES
1,lt0,12,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,3651,gt1000,4,1,MALEtoMARRIEDorWIDOWED,NONE,3,SAVINGStoLIFEtoINSURANCE,31,NONE,OWN,1,SKILLEDtoEMPLOYEE,2,NONE,YES
1,lt0,18,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,4380,100to500,4,3,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,35,NONE,OWN,1,UNSKILLEDtoRESIDENT,2,YES,YES
1,lt0,15,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,2511,lt100,0,1,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,23,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
1,lt0,21,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,3763,UNKNOWN,7,2,MALEtoMARRIEDorWIDOWED,COtoAPPLICANT,2,REALtoESTATE,24,NONE,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,NO
1,lt0,12,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1893,lt100,4,4,FEMALEtoDIVORCEDtoMARRIED,GUARANTOR,4,SAVINGStoLIFEtoINSURANCE,29,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
1,lt0,6,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,1352,500to1000,0,1,FEMALEtoDIVORCEDtoMARRIED,NONE,2,SAVINGStoLIFEtoINSURANCE,23,NONE,RENT,1,UNSKILLEDtoNONtoRESIDENT,1,YES,YES
1,lt0,48,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,4788,lt100,7,4,MALEtoMARRIEDorWIDOWED,NONE,3,SAVINGStoLIFEtoINSURANCE,26,NONE,OWN,1,SKILLEDtoEMPLOYEE,2,NONE,YES
1,lt0,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,2910,lt100,7,2,MALEtoMARRIEDorWIDOWED,NONE,1,UNKNOWN,34,NONE,FREE,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
1,lt0,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,2924,lt100,4,3,MALEtoMARRIEDorWIDOWED,GUARANTOR,4,UNKNOWN,63,BANK,OWN,1,SKILLEDtoEMPLOYEE,2,YES,YES
1,lt0,36,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,5493,lt100,8,2,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,42,NONE,FREE,1,SKILLEDtoEMPLOYEE,2,NONE,YES
1,lt0,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,2964,UNKNOWN,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,49,BANK,FREE,1,SKILLEDtoEMPLOYEE,2,YES,YES
1,lt0,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,2812,UNKNOWN,8,2,FEMALEtoDIVORCEDtoMARRIED,NONE,4,REALtoESTATE,26,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
1,lt0,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,6579,lt100,0,4,MALEtoMARRIEDorWIDOWED,NONE,2,UNKNOWN,29,NONE,FREE,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
1,lt0,30,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,3857,lt100,4,4,MALEtoDIVORCED,NONE,4,SAVINGStoLIFEtoINSURANCE,40,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
1,lt0,24,PAIDBACKtoCREDITtoOUTSTANDING,OTHER,1755,lt100,8,4,FEMALEtoDIVORCEDtoMARRIED,GUARANTOR,4,REALtoESTATE,58,NONE,OWN,1,UNSKILLEDtoRESIDENT,1,YES,YES
1,lt0,36,PAIDBACKtoCREDITtoOUTSTANDING,OTHER,15857,lt100,0,2,MALEtoDIVORCED,COtoAPPLICANT,3,CARtoOTHER,43,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,NONE,YES
1,lt0,42,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,7882,lt100,7,2,MALEtoMARRIEDorWIDOWED,GUARANTOR,4,SAVINGStoLIFEtoINSURANCE,45,NONE,FREE,1,SKILLEDtoEMPLOYEE,2,NONE,YES
1,lt0,6,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,1374,lt100,4,1,MALEtoMARRIEDorWIDOWED,NONE,2,REALtoESTATE,36,BANK,OWN,1,UNSKILLEDtoRESIDENT,1,YES,YES
1,lt0,24,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,4020,lt100,4,2,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,27,STORES,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
1,lt0,24,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,7721,UNKNOWN,1,1,FEMALEtoDIVORCEDtoMARRIED,NONE,2,SAVINGStoLIFEtoINSURANCE,30,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,NO
