gender,age,numkids,type,memberyears,avg_yrly_visits,offer_fd_penguin,offer_fd_meercat,offer_fd_flamingo,offer_fd_tiger,offer_fd_gecko,offer_sp_penguin,offer_sp_meercat,offer_sp_flamingo,offer_sp_tiger,offer_sp_gecko,support_calls_last_year,churned 
M,29,3,F,6,2.1,N,Y,N,N,N,N,N,N,N,N,0,N
M,38,2,F,8,0.9,N,N,N,N,N,N,N,N,N,N,2,N
M,45,2,F,5,4.2,N,Y,N,N,N,N,N,N,Y,N,2,N
M,23,0,R,4,5.8,N,N,N,N,N,N,N,Y,N,N,2,N
M,24,5,F,1,9,N,Y,N,N,N,N,N,N,N,N,0,N
M,22,0,S,4,6,N,N,N,N,N,N,N,N,N,N,2,N
M,53,2,F,7,1.6,Y,Y,N,N,N,Y,Y,N,N,N,1,N
M,18,6,F,3,1.7,N,N,N,N,N,N,N,N,N,N,2,N
F,38,4,F,2,3.6,N,N,N,N,N,N,N,N,N,N,1,N
F,32,3,F,1,5,N,N,N,N,N,N,N,N,N,N,2,N
M,57,4,F,5,6.3,Y,Y,N,N,N,N,N,N,N,N,2,N
M,19,0,S,4,5.8,N,N,N,N,N,N,N,N,N,N,0,N
F,50,3,F,1,11,Y,Y,N,N,N,N,Y,N,N,N,2,N
F,23,0,S,3,5.5,N,Y,N,N,N,N,N,N,N,N,2,N
M,26,6,F,1,2,Y,N,N,N,N,N,N,N,N,N,2,N
F,22,0,R,6,3.9,N,N,N,N,N,N,N,N,N,N,2,N
F,47,3,F,5,8.9,Y,Y,N,N,N,Y,Y,N,N,N,1,N
F,74,1,F,1,1,N,Y,N,N,N,N,N,N,N,N,3,N
F,19,0,R,10,4.7,N,N,N,N,N,Y,N,N,N,N,2,N
F,37,4,F,2,5.9,Y,N,N,N,N,N,N,N,N,N,0,N
F,44,1,F,4,9.1,N,N,N,N,N,N,N,Y,N,N,2,N
F,60,4,F,7,6.6,N,N,N,N,N,N,N,N,N,N,0,N
F,18,0,R,8,7.7,N,Y,N,N,N,N,Y,N,N,N,3,N
M,27,3,F,3,2.3,Y,N,N,N,N,N,N,N,N,N,3,N
F,18,5,F,1,4,N,Y,N,N,N,N,N,N,N,N,3,N
F,24,4,F,3,1.8,N,Y,N,N,N,N,N,N,N,N,0,N
M,20,0,R,7,8.5,N,N,N,N,N,N,N,N,N,N,0,N
F,36,2,F,2,7.8,Y,N,N,N,N,N,Y,N,N,N,2,N
M,18,2,F,3,6.8,Y,Y,N,Y,N,N,N,Y,N,N,1,N
M,22,0,R,7,7.1,Y,Y,N,N,N,Y,N,N,N,N,0,N
M,35,0,I,3,4.7,N,Y,N,N,N,N,N,Y,N,N,1,N
M,50,0,I,1,3,Y,N,N,N,N,N,N,N,N,N,1,N
F,43,0,I,2,3.7,Y,Y,N,N,N,Y,Y,N,N,N,2,N
M,56,4,F,5,3.7,Y,N,N,N,N,N,N,N,N,N,2,N
F,29,5,F,5,2,N,N,N,N,N,N,N,N,N,N,1,N
F,21,0,R,7,6,N,N,N,N,N,N,N,N,N,N,0,N
F,34,4,F,1,2,Y,Y,N,N,N,N,N,N,N,N,2,N
F,62,3,F,4,7,Y,N,N,N,N,N,N,N,N,N,3,N
F,18,0,I,1,1,N,N,N,N,N,N,N,N,Y,N,1,N
M,32,3,F,8,1.7,Y,N,N,Y,N,N,N,N,N,N,2,N
F,36,6,F,3,2.7,N,N,N,N,N,N,N,Y,N,N,1,N
M,18,5,F,2,2.6,N,Y,N,N,N,N,N,N,N,N,2,N
M,18,0,S,3,10.5,Y,N,N,N,N,N,N,N,N,N,2,N
F,18,0,S,3,5.6,Y,N,N,N,N,N,N,N,N,N,0,N
F,45,4,F,2,3.5,N,N,N,N,N,N,N,N,N,N,1,N
M,55,2,F,10,1,Y,N,N,N,N,N,N,N,N,N,0,N
F,25,1,F,1,8,N,N,N,N,N,N,N,N,N,N,2,N
F,25,0,S,3,4.6,N,N,N,N,N,N,N,N,Y,N,1,N
F,39,2,F,4,1.7,Y,N,N,N,N,N,N,N,N,N,2,N
M,18,1,F,1,5,Y,N,N,N,N,N,N,N,N,N,1,N
M,36,1,F,2,2.6,N,N,N,N,N,N,N,N,N,N,1,N
F,21,0,R,7,5.7,N,N,N,N,N,Y,N,N,N,N,0,N
F,18,4,F,4,5.2,Y,N,N,N,N,N,N,N,N,N,2,N
M,67,4,F,11,6.1,N,N,N,N,N,Y,N,N,N,N,2,N
F,31,1,F,4,3.7,Y,Y,N,N,N,N,Y,Y,Y,N,3,N
M,67,1,F,5,3.4,N,Y,N,N,N,N,N,N,N,N,4,N
M,41,5,F,2,6.2,Y,N,N,N,N,N,N,N,N,N,1,N
M,43,3,F,1,2,Y,Y,N,N,N,N,Y,N,N,N,2,N
M,38,4,F,7,0.9,Y,Y,N,N,N,N,N,N,N,N,0,N
F,19,2,F,4,1.5,N,N,N,N,N,N,N,N,N,N,2,N
M,24,3,F,2,2.3,N,N,N,N,N,N,N,N,N,N,0,N
M,46,5,F,5,6.5,N,Y,N,N,N,N,N,N,N,N,2,N
M,20,0,S,1,10,N,Y,N,N,N,N,Y,N,N,N,0,N
F,30,4,F,4,8.5,N,N,N,N,N,N,Y,N,N,N,1,N
F,18,4,F,2,4.3,N,N,N,N,N,N,N,N,N,N,1,N
M,21,0,S,2,6.6,N,N,N,N,N,N,N,N,N,N,3,N
F,44,3,F,5,8.7,N,N,N,N,N,N,Y,N,N,N,0,N
M,34,3,F,8,9.5,N,N,N,N,N,N,N,N,N,N,1,N
F,40,1,F,5,3.6,N,N,N,N,N,Y,N,N,N,N,3,N
M,38,1,F,2,1,N,N,N,N,N,N,N,N,N,N,2,N
M,23,0,R,8,8.1,N,Y,N,N,N,Y,Y,N,N,N,2,N
M,29,4,F,6,10.6,N,N,N,N,N,N,N,N,N,N,3,N
F,65,1,F,5,3.5,Y,Y,N,N,N,N,Y,N,N,N,1,N
F,38,4,F,7,1.8,Y,Y,N,N,N,N,N,N,N,N,2,N
M,49,0,I,1,3,Y,Y,N,N,N,N,N,N,Y,N,1,N
M,21,0,S,2,5.5,Y,Y,N,N,N,N,N,N,N,N,1,N
M,52,2,F,6,3.6,N,N,N,N,N,N,N,Y,N,N,0,N
M,18,3,F,8,2.2,Y,Y,N,N,N,N,Y,N,N,N,0,N
M,58,0,I,1,4,Y,Y,N,Y,N,Y,Y,N,N,N,1,N
M,30,0,I,1,4,N,Y,N,Y,N,N,Y,N,N,N,1,N
F,43,2,F,5,5.9,Y,Y,N,N,N,N,N,N,N,N,0,N
M,35,2,F,1,9,N,N,N,N,N,N,Y,N,N,N,1,N
M,18,0,R,4,8.6,Y,Y,N,N,N,N,N,N,N,N,0,N
M,22,0,I,1,4,Y,Y,N,N,N,N,N,N,N,N,1,N
M,31,4,F,2,7.9,N,N,N,N,N,N,N,N,N,N,0,N
F,37,3,F,3,2.2,Y,Y,N,N,N,Y,Y,N,N,N,0,N
M,37,1,F,1,5,Y,N,N,N,N,Y,Y,N,N,N,0,N
F,34,1,F,4,1.8,N,N,N,N,N,N,N,N,N,N,1,N
F,62,5,F,7,1.3,N,Y,N,N,N,N,N,N,N,N,2,N
F,50,0,I,3,2.1,Y,Y,N,N,N,N,N,N,N,N,3,N
F,27,0,I,1,3,N,Y,N,N,N,Y,N,N,N,N,0,N
M,23,5,F,5,5.7,Y,Y,N,N,N,N,N,N,N,N,1,N
M,21,2,F,3,1.4,N,Y,N,N,N,N,N,N,Y,N,3,N
F,25,3,F,6,1.8,N,N,N,N,N,N,N,N,N,N,2,N
F,35,0,I,4,4,N,Y,N,N,N,Y,Y,N,N,N,2,N
M,18,2,F,6,3.1,N,N,N,N,N,N,N,N,N,N,3,N
M,36,4,F,4,2,N,N,N,N,N,N,N,N,N,N,3,N
F,49,3,F,2,6,Y,N,N,Y,N,N,Y,N,N,N,2,N
F,18,3,F,7,6.3,N,N,N,N,N,N,N,N,N,N,0,N
F,19,0,R,6,4.7,N,N,N,N,N,N,N,N,N,N,2,N
F,21,0,R,9,3.8,Y,Y,N,N,N,N,N,N,N,N,0,N
M,36,6,F,3,7.6,Y,Y,N,Y,N,Y,Y,N,N,N,2,N
M,61,0,I,1,3,Y,Y,N,N,N,N,N,N,N,N,0,N
F,41,0,I,1,2,N,N,N,N,N,N,N,N,N,N,0,N
F,24,4,F,3,6.3,N,N,N,N,N,N,N,N,N,N,4,N
M,54,5,F,5,5.3,Y,N,N,N,N,N,N,N,N,N,0,N
F,29,3,F,1,2,N,N,N,Y,N,N,N,N,N,N,2,N
M,18,0,I,2,5.1,N,N,N,N,N,N,N,N,N,N,2,N
M,35,1,F,5,13.6,N,N,N,N,N,N,N,N,N,N,1,N
F,28,2,F,4,10.3,Y,Y,N,N,N,N,N,N,N,N,2,N
M,46,5,F,5,4.3,N,Y,N,N,N,Y,N,N,N,N,1,N
M,21,4,F,4,4.8,N,Y,N,N,N,N,N,N,N,N,2,N
F,21,1,F,4,1.6,N,N,N,N,N,N,N,N,N,N,3,N
M,45,1,F,4,2.2,N,N,N,N,N,N,N,N,N,N,2,N
M,29,3,F,5,2.1,N,Y,N,N,N,N,N,N,N,N,2,N
F,27,5,F,5,4.1,Y,Y,N,N,N,N,N,N,N,N,3,N
F,18,1,F,1,5,Y,N,N,N,N,N,N,N,N,N,2,N
F,44,2,F,7,1.1,Y,Y,N,N,N,N,N,N,N,N,0,N
F,18,4,F,3,1.4,N,N,N,N,N,N,N,N,N,N,2,N
F,41,4,F,4,1.5,N,Y,Y,N,N,N,N,N,Y,N,1,N
F,20,0,S,2,3.9,Y,N,N,N,N,N,N,N,N,N,2,N
M,37,0,I,2,3.2,N,N,N,N,N,N,N,N,N,N,4,N
M,69,1,F,2,4.6,N,N,N,Y,N,N,N,N,Y,N,1,N
F,18,4,F,3,1.5,N,N,N,N,N,N,N,N,N,N,0,N
M,22,3,F,2,8.8,N,N,N,Y,N,N,N,N,Y,N,0,N
F,18,0,R,6,5.4,N,N,N,N,N,N,N,N,N,N,1,N
F,42,3,F,4,2.2,N,Y,N,N,N,N,N,N,N,N,4,N
F,43,4,F,1,5,N,Y,N,Y,N,N,N,N,N,N,1,N
F,49,3,F,6,1.5,Y,Y,N,N,N,N,N,N,N,N,2,N
F,53,1,F,1,2,Y,Y,N,N,N,Y,Y,N,N,N,1,N
M,21,0,R,5,3.6,Y,N,Y,N,N,N,N,N,N,N,3,N
M,19,4,F,2,3.7,N,N,N,N,N,N,N,Y,N,N,2,N
M,44,2,F,6,2.7,N,N,N,N,N,N,N,N,N,N,0,N
F,18,0,I,1,1,N,N,N,N,N,N,N,N,N,N,0,N
M,31,2,F,1,6,N,Y,N,Y,N,N,N,N,N,N,0,N
F,21,0,S,2,14.2,N,N,N,N,N,N,N,N,N,N,2,N
F,20,6,F,2,1.5,Y,Y,N,N,N,N,N,N,N,N,1,N
M,21,0,R,5,5.2,N,N,N,N,N,N,N,N,N,N,3,N
M,22,0,R,8,5,N,N,N,N,N,N,N,N,N,N,3,N
F,21,0,R,5,5.8,Y,N,N,N,N,N,N,N,Y,N,2,N
F,32,2,F,6,2,Y,N,N,N,N,N,N,N,N,N,0,N
M,43,4,F,3,1.9,N,N,N,N,N,N,N,N,N,N,2,N
M,48,3,F,4,5.5,N,N,N,N,N,N,N,N,N,N,2,N
F,38,2,F,9,4.3,N,N,N,Y,N,Y,N,N,N,N,3,N
M,35,5,F,4,2.1,Y,N,N,N,N,N,N,N,Y,N,0,N
M,43,3,F,4,1,Y,Y,N,N,N,N,N,N,N,N,4,N
M,19,1,F,3,8.5,Y,Y,N,N,N,Y,N,Y,N,N,3,N
F,18,4,F,3,4.3,Y,Y,N,N,N,N,N,N,Y,N,1,N
M,23,0,R,6,5.7,N,Y,N,Y,N,N,Y,N,N,N,1,N
F,50,4,F,9,7.6,N,N,N,N,N,N,N,N,N,N,2,N
M,23,0,R,6,9.8,Y,N,N,N,N,N,Y,N,N,N,1,N
M,33,0,I,2,3.9,N,Y,N,N,N,N,Y,N,N,N,1,N
F,44,0,I,1,4,N,N,N,N,N,N,N,N,N,N,1,N
M,21,0,R,4,8.8,N,N,N,N,N,Y,N,N,N,N,1,N
M,51,3,F,4,4.6,N,N,N,N,N,N,N,N,N,N,0,N
M,19,0,S,2,7.1,N,N,N,N,N,N,N,N,N,N,3,N
M,25,2,F,2,6.5,N,N,N,N,N,N,N,N,N,N,0,N
F,59,2,F,8,6.2,Y,N,N,N,N,N,N,N,N,N,2,N
F,38,6,F,6,2.3,N,N,N,N,N,N,N,N,N,N,2,N
F,18,3,F,3,5.2,Y,Y,N,N,N,N,N,N,N,N,1,N
M,23,0,R,5,5.8,N,Y,N,N,N,N,Y,N,N,N,1,N
M,18,3,F,4,1.5,Y,N,N,N,N,N,N,N,N,N,2,N
F,53,4,F,6,7.7,N,Y,N,N,N,N,N,N,N,N,1,N
F,20,3,F,5,10.2,N,Y,N,N,N,N,N,N,N,N,1,N
M,34,3,F,5,4.4,N,N,N,N,N,N,N,N,N,N,2,N
M,45,4,F,3,1.3,Y,Y,N,N,N,N,Y,N,N,N,1,N
F,27,3,F,2,10.1,Y,Y,N,N,N,N,N,N,N,N,1,N
M,30,1,F,6,12.9,N,N,N,N,N,N,N,N,N,N,0,N
M,37,5,F,4,1.9,Y,N,N,N,N,Y,Y,N,N,N,2,N
M,19,0,R,3,4,N,N,N,N,N,Y,N,N,N,N,1,N
F,22,0,R,4,11.5,N,N,N,N,N,N,N,N,N,N,1,N
M,29,1,F,3,9.5,Y,Y,N,N,N,N,N,N,N,N,2,N
M,31,3,F,2,4.9,N,N,N,N,N,N,N,N,N,N,1,N
M,45,3,F,3,2,N,N,N,N,N,N,N,N,N,N,0,N
F,18,1,F,4,7.6,Y,Y,N,N,N,N,N,N,N,N,1,N
F,44,5,F,3,0.9,Y,Y,N,N,N,N,N,N,N,N,2,N
F,40,5,F,5,2.2,N,N,N,N,N,N,N,N,N,N,1,N
F,21,0,R,6,7.4,Y,N,N,N,N,N,N,N,N,N,1,N
M,18,0,S,1,11,N,N,N,N,N,N,N,N,N,N,2,N
M,18,1,F,7,3.7,N,N,N,N,N,N,Y,N,N,N,3,N
F,60,1,F,4,2.5,Y,Y,N,N,N,N,N,N,N,N,2,N
M,52,2,F,6,1,Y,N,N,N,N,Y,Y,N,N,N,2,N
F,26,4,F,5,4.4,Y,Y,N,N,N,N,N,N,N,N,2,N
F,59,1,F,6,1.1,Y,N,N,N,N,N,N,N,N,N,0,N
M,53,3,F,3,0.9,N,Y,N,N,N,N,N,N,N,N,1,N
F,27,3,F,1,2,Y,N,N,N,N,N,N,N,N,N,3,N
F,21,0,S,4,12,N,Y,N,N,N,N,Y,N,N,N,2,N
F,42,2,F,4,1.9,N,N,N,N,N,Y,Y,N,N,N,3,N
F,23,0,S,3,9.3,N,Y,N,N,N,N,N,N,N,N,1,N
F,27,1,F,5,1.8,N,Y,N,Y,N,N,N,N,N,N,0,N
M,18,0,R,5,7.3,N,N,N,N,N,N,N,N,N,N,2,N
F,18,3,F,6,6.4,N,N,N,Y,N,N,N,Y,Y,N,2,N
F,18,5,F,3,5.2,N,N,N,N,N,N,N,N,N,N,0,N
F,66,4,F,1,8,N,Y,N,N,N,N,N,N,N,N,0,N
M,51,6,F,6,1.6,N,Y,N,N,N,N,N,N,N,N,2,N
M,38,5,F,6,4.6,N,Y,N,N,N,N,Y,N,N,N,2,N
M,21,4,F,4,2.4,Y,Y,N,N,N,N,N,N,Y,N,2,N
F,22,0,R,3,4.9,N,N,N,N,N,N,N,N,N,N,2,N
M,19,0,S,3,7.7,Y,N,N,N,N,Y,N,N,N,N,1,N
M,18,0,S,1,6,N,N,N,N,N,N,N,N,N,N,1,N
M,59,4,F,5,1.5,N,Y,N,N,N,N,N,N,N,N,2,N
F,18,5,F,3,10.6,N,Y,N,N,N,N,N,N,Y,N,3,N
F,29,2,F,6,11.2,N,N,N,N,N,N,N,N,N,N,3,N
F,25,1,F,5,10.8,N,Y,N,N,N,N,N,N,N,N,3,N
F,44,3,F,5,0.9,N,N,N,N,N,N,N,N,N,N,2,N
M,43,1,F,6,3.5,N,Y,N,N,N,N,Y,N,N,N,3,N
M,30,4,F,5,3.1,Y,N,N,N,N,N,N,N,N,N,3,N
F,18,3,F,6,3.8,Y,N,N,N,N,N,N,N,N,N,2,N
F,18,0,I,2,3.2,N,N,N,N,N,N,N,N,N,N,1,N
F,28,2,F,6,6.4,Y,N,N,N,N,N,N,N,N,N,0,N
F,34,5,F,1,5,N,Y,N,N,N,N,Y,N,Y,N,1,N
F,26,3,F,6,9.2,Y,Y,N,N,N,N,N,N,N,N,1,N
F,38,1,F,12,8.1,Y,Y,N,N,N,N,N,N,N,N,1,N
F,18,4,F,4,2,N,N,N,N,N,Y,N,N,N,N,1,N
F,60,5,F,6,2.5,N,N,N,N,N,N,N,N,N,N,2,N
M,51,1,F,9,0.8,N,Y,N,N,N,N,N,N,N,N,1,N
M,30,2,F,4,2.1,N,N,N,N,N,N,N,N,N,N,2,N
F,34,5,F,6,6.4,N,N,N,N,N,N,N,N,N,N,0,N
M,38,5,F,10,0.8,N,N,N,N,N,N,N,N,N,N,1,N
F,47,5,F,8,4.6,Y,N,N,N,N,N,N,N,N,N,0,N
F,23,0,R,9,13.3,N,N,Y,N,N,N,N,N,N,N,1,N
F,30,4,F,1,6,Y,N,N,N,N,N,N,N,N,N,1,N
M,49,3,F,7,6.6,N,Y,N,N,N,N,N,N,N,N,3,N
M,49,6,F,5,6.2,N,Y,N,N,N,N,N,N,N,N,2,N
M,40,5,F,2,7.7,Y,Y,N,N,N,N,Y,N,N,N,0,N
F,38,4,F,5,5.4,N,Y,N,N,N,N,Y,N,N,N,0,N
M,33,3,F,7,9,N,Y,N,N,N,N,N,N,N,N,2,N
F,51,0,I,1,6,Y,Y,N,N,N,Y,Y,N,N,N,1,N
F,54,1,F,1,8,N,N,N,N,N,N,N,N,N,N,1,N
M,20,0,S,4,7.3,N,N,N,N,N,N,N,N,N,N,3,N
F,25,3,F,2,9.1,Y,Y,N,N,N,N,N,N,N,N,0,N
F,47,3,F,6,3.4,N,N,N,N,N,N,N,N,N,N,0,N
M,18,4,F,4,3.6,N,N,Y,N,N,N,N,N,N,N,1,N
F,44,3,F,4,10.3,N,Y,N,N,N,N,N,N,N,N,1,N
M,18,0,I,1,2,Y,Y,Y,N,N,N,N,N,N,N,2,N
F,43,0,I,1,1,N,N,N,Y,N,N,N,N,N,N,3,N
M,45,3,F,4,0.9,N,N,N,N,N,Y,N,N,N,N,2,N
M,36,2,F,5,1.6,N,N,N,N,N,N,N,N,N,N,1,N
M,18,4,F,3,8.7,Y,N,N,N,N,N,N,N,N,N,2,N
M,54,2,F,5,1.1,N,Y,N,N,N,N,N,N,N,N,1,N
F,84,0,I,1,3,Y,Y,N,N,N,Y,Y,N,N,N,1,N
F,18,4,F,5,10.6,N,Y,N,N,N,N,N,N,N,N,2,N
F,18,0,R,7,6.6,N,N,N,N,N,N,N,N,N,N,2,N
F,43,3,F,3,4.6,Y,N,N,N,N,Y,N,N,N,N,1,N
F,47,4,F,8,2.3,N,Y,N,N,N,N,N,N,N,N,2,N
M,28,4,F,3,12.4,Y,N,N,N,N,N,N,N,N,N,2,N
F,24,2,F,5,1.9,N,Y,N,N,N,N,N,N,N,N,2,N
M,18,0,R,8,5.8,Y,Y,N,N,N,N,N,N,Y,N,0,N
F,33,3,F,1,12,Y,Y,N,N,N,N,N,N,N,N,1,N
M,22,4,F,4,2,N,N,N,N,N,N,N,N,Y,N,1,N
F,19,0,R,5,10.4,N,N,N,N,N,N,N,N,N,N,3,N
M,23,6,F,1,2,N,N,N,N,N,N,N,N,N,N,0,N
M,34,2,F,7,6.9,Y,N,N,N,N,N,N,N,N,N,1,N
F,23,0,S,1,5,N,N,N,N,N,N,N,N,N,N,0,N
F,42,5,F,3,2.5,Y,Y,N,Y,N,N,N,N,N,N,1,N
M,19,2,F,5,2.7,N,N,N,N,N,N,N,N,N,N,3,N
M,18,3,F,2,6.3,Y,Y,N,N,N,N,N,N,Y,N,3,N
M,19,0,S,3,4.7,N,N,N,N,N,N,N,N,N,N,4,N
F,38,4,F,4,10.1,N,N,N,Y,N,N,N,N,N,N,1,N
F,28,4,F,3,2.4,N,N,N,N,N,N,N,N,N,N,1,N
F,21,0,I,2,4.2,N,N,N,Y,N,N,N,N,N,N,1,N
F,23,0,S,4,11.1,N,Y,N,N,N,N,N,N,N,N,1,N
F,43,6,F,6,2.9,Y,Y,N,N,N,Y,Y,Y,N,N,3,N
M,51,4,F,5,1.2,Y,Y,N,N,N,N,N,N,N,N,2,N
F,25,0,I,3,4.5,N,N,N,N,N,N,N,N,N,N,0,N
F,49,5,F,7,0.8,N,N,N,N,N,N,N,N,Y,N,3,N
F,34,4,F,5,2.2,Y,Y,N,N,N,N,N,N,N,N,2,N
F,40,4,F,4,5.7,Y,N,N,N,N,N,N,N,N,N,0,N
M,21,3,F,2,2.4,N,N,N,N,N,N,N,N,N,N,0,N
M,42,2,F,3,5.4,Y,N,N,N,N,Y,N,N,N,N,2,N
M,59,1,F,3,5.7,N,N,N,N,N,N,N,N,N,N,1,N
M,37,2,F,4,4.4,N,N,N,N,N,N,N,N,N,N,2,N
M,22,0,R,7,6.6,N,N,N,N,N,N,N,N,N,N,2,N
M,37,1,F,1,4,N,N,N,N,N,Y,N,N,N,N,0,N
M,21,0,I,2,1.1,N,Y,N,N,N,N,N,N,N,N,1,N
M,19,0,S,1,8,N,Y,N,N,N,N,N,N,N,N,2,N
M,51,4,F,6,7.7,N,N,N,N,N,Y,N,N,N,N,1,N
F,20,1,F,3,4.7,Y,N,N,N,N,N,N,N,N,N,2,N
F,39,3,F,2,8.7,N,N,N,Y,N,N,N,N,N,N,2,N
F,52,3,F,10,3.5,N,N,N,N,N,N,N,N,Y,N,1,N
F,38,6,F,3,6.9,N,N,N,N,N,N,N,N,N,N,1,N
F,40,3,F,4,7.3,N,Y,N,N,N,N,N,N,N,N,0,N
F,33,4,F,4,2.2,N,Y,N,N,N,N,Y,N,N,N,1,N
F,18,5,F,3,7.8,N,Y,Y,N,N,N,Y,N,N,N,1,N
F,41,5,F,3,5.2,N,Y,N,N,N,N,N,N,N,N,1,N
M,51,3,F,8,6.7,Y,N,N,N,N,N,N,N,N,N,0,N
M,28,1,F,4,1.8,N,N,N,N,N,N,N,N,N,N,2,N
M,24,0,S,4,7.4,Y,N,N,N,N,N,N,N,N,N,3,N
F,18,3,F,5,5.1,Y,N,N,N,N,N,N,N,N,N,4,N
M,59,4,F,4,4.6,N,Y,N,N,N,N,N,N,Y,N,0,N
F,18,0,I,2,2.8,N,N,N,N,N,N,N,N,N,N,1,N
M,21,3,F,4,5.6,N,N,N,N,N,N,N,N,Y,N,1,N
M,71,0,I,1,2,N,Y,N,N,Y,N,N,N,Y,N,2,N
F,41,4,F,6,2.1,N,N,N,N,N,N,Y,N,N,N,0,N
F,28,1,F,3,1.7,N,N,N,N,N,Y,N,N,N,N,1,N
F,25,2,F,2,8.2,N,N,N,N,N,N,N,Y,N,N,4,N
M,50,4,F,6,2.7,N,N,N,N,N,N,N,N,N,N,3,N
F,68,0,I,2,0.7,Y,N,N,N,N,N,N,N,Y,N,0,N
F,33,3,F,1,5,N,N,N,N,N,N,N,N,N,N,2,N
F,39,3,F,4,7,Y,Y,N,N,N,N,N,N,N,N,2,N
M,44,2,F,3,5.8,N,Y,N,N,N,N,N,Y,N,N,3,N
M,25,1,F,5,6.3,N,N,N,N,N,N,N,N,N,N,1,N
F,18,0,S,1,10,N,Y,N,N,N,N,Y,N,N,N,1,N
M,31,3,F,3,4.6,N,N,N,N,N,N,N,N,N,N,2,N
M,19,0,R,6,9.2,N,Y,N,N,N,N,N,N,N,N,2,N
M,38,3,F,7,2.7,N,N,N,N,N,N,N,N,N,N,3,N
M,46,4,F,4,4.6,Y,N,N,Y,N,N,N,N,Y,N,1,N
M,36,5,F,5,2.4,Y,N,N,N,N,Y,Y,N,N,N,2,N
F,20,4,F,2,7.3,N,Y,N,N,N,N,N,N,N,N,3,N
M,29,3,F,3,2.1,N,N,N,N,N,N,N,N,Y,N,2,N
F,50,0,I,1,4,N,N,N,N,N,N,N,N,N,N,1,N
F,21,0,R,5,8.8,N,Y,N,N,N,N,N,N,N,N,3,N
M,25,0,S,1,9,Y,Y,N,N,N,N,N,N,N,N,1,N
F,34,4,F,5,4.2,Y,Y,N,N,N,Y,Y,N,N,N,1,N
M,37,2,F,4,11.7,N,N,N,N,N,N,N,N,N,N,2,N
M,27,5,F,2,2.4,N,N,N,N,N,N,N,N,N,N,2,N
F,18,0,S,3,6.3,Y,N,N,N,N,Y,N,N,N,N,3,N
F,38,6,F,7,1,Y,N,N,N,N,N,N,N,N,N,2,N
M,19,0,R,4,4.6,N,N,N,N,N,N,N,N,N,N,2,N
M,38,3,F,9,6.9,Y,N,N,N,N,N,N,Y,N,N,3,N
F,40,4,F,3,7.8,Y,N,N,N,N,N,N,N,N,N,1,N
F,20,0,S,4,6.3,N,Y,N,N,N,N,N,N,N,N,1,N
M,20,0,R,3,7.1,N,N,N,N,N,N,N,N,N,N,3,N
F,21,3,F,3,6.2,N,N,N,N,N,N,N,N,N,N,1,N
F,26,5,F,3,7.3,Y,N,N,N,N,N,N,N,Y,N,3,N
M,40,3,F,2,5.9,N,N,N,N,N,N,N,N,N,N,1,N
F,28,5,F,4,2.2,Y,Y,N,N,N,Y,Y,N,Y,N,2,N
F,40,5,F,6,7.6,Y,Y,N,N,N,Y,N,N,Y,N,1,N
M,41,4,F,3,4.6,Y,N,N,N,N,N,N,N,N,N,2,N
F,20,0,S,2,7.7,N,N,N,N,N,N,N,N,N,N,1,N
F,18,5,F,5,5.1,N,N,N,N,N,N,N,N,N,N,1,N
M,39,4,F,5,5.7,N,N,N,N,N,N,N,N,N,N,1,N
F,18,0,I,2,4.8,N,N,N,N,N,N,N,N,N,N,3,N
M,37,2,F,3,8.6,Y,Y,N,N,N,N,N,N,N,N,2,N
F,24,4,F,1,2,N,N,N,N,N,N,Y,N,N,N,0,N
M,21,0,R,5,6.8,N,N,N,N,N,N,N,N,N,N,1,N
F,21,0,S,3,5.6,Y,N,N,N,N,Y,N,N,N,N,0,N
F,32,3,F,2,4.3,N,N,N,N,N,N,N,N,N,N,2,N
F,19,0,S,4,6,Y,N,N,N,N,N,N,N,N,N,1,N
F,45,1,F,6,3.4,Y,Y,N,N,N,N,N,N,N,N,2,N
M,25,3,F,2,4.6,N,N,N,N,N,N,N,N,N,N,1,N
F,22,4,F,6,7.5,N,N,N,N,N,N,N,N,N,N,3,N
M,18,2,F,8,4.8,N,N,N,N,N,N,N,N,Y,N,3,N
F,51,0,I,1,3,N,N,N,N,N,N,N,N,N,N,2,N
M,51,2,F,1,2,N,Y,N,N,N,N,N,N,Y,N,1,N
F,21,0,S,2,6.9,N,N,N,N,N,Y,N,N,N,N,3,N
F,19,0,R,2,7,Y,N,N,N,N,N,N,N,N,N,1,N
M,41,4,F,2,5.2,N,Y,N,N,N,Y,N,N,N,N,1,N
M,47,1,F,1,2,N,N,N,N,N,N,Y,N,N,N,0,N
M,25,5,F,5,8.2,N,N,N,N,N,N,N,N,N,N,1,N
F,37,3,F,3,4.9,N,N,N,Y,N,N,N,N,N,N,1,N
F,23,0,R,6,10.2,N,Y,N,Y,N,N,N,N,N,N,0,N
M,20,0,R,6,8.3,Y,Y,N,N,N,N,N,N,N,N,2,N
M,29,2,F,3,3.9,N,N,N,N,N,N,N,N,N,N,3,N
F,29,5,F,1,6,Y,Y,N,N,N,N,Y,N,N,N,2,N
F,26,4,F,1,6,N,Y,N,N,N,Y,N,N,N,N,3,N
F,42,0,I,1,3,N,Y,N,N,N,N,N,N,N,N,2,N
