id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
11870,0.004082,tcp,http,FIN,8,10,1040,824,4164.625303,31,29,1783439.5,1454189.125,2,2,0.533286,0.390111,33.605317,0.726687,255,299957977,2446383420,255,0.000718,0.000567,0.000151,130,82,1,83,3,0,3,1,1,1,0,0,1,6,4,0,0
11871,3.00E-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
11872,2.053257,tcp,http,FIN,10,10,824,1160,9.253591,62,252,2891.016602,4067.683594,2,2,228.124222,218.980672,14184.50109,365.758312,255,294779874,1073906079,255,0.125289,0.082424,0.042865,82,116,1,135,1,1,2,1,1,1,0,0,1,1,2,0,0
11873,0.308937,tcp,-,FIN,16,18,1540,1644,106.81789,31,29,37392.73438,40215.31641,4,4,20.571867,18.138588,1212.308078,34.156691,255,2466219085,2488150307,255,0.000683,0.000545,0.000138,96,91,0,0,9,0,5,5,1,5,0,0,0,7,7,0,0
11874,9.00E-06,xtp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,1
11875,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,4,4,4,4,0,0,0,5,7,0,1
11876,0.029096,tcp,smtp,FIN,52,40,37232,3276,3127.577685,31,29,10040143,878471.25,18,8,0.562569,0.731667,35.897252,1.288459,255,3197896929,1053531585,255,0.000713,0.000557,0.000156,716,82,0,0,1,0,5,1,1,3,0,0,0,8,2,0,0
11877,0.488667,tcp,http,FIN,10,6,826,268,30.695749,254,252,12180.07324,3667.118896,2,1,51.835556,83.964,2641.149075,130.614539,255,2083500104,3741668460,255,0.150188,0.068838,0.08135,83,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
11878,0.55833,tcp,http,FIN,10,8,1550,354,30.447943,254,252,19988.17969,4441.817383,2,1,60.594111,71.505289,3741.374972,130.840055,255,3728315590,907627819,255,0.116304,0.05779,0.058514,155,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
11879,0.001058,udp,dns,CON,2,2,146,178,2835.538689,31,29,551984.875,672967.875,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,73,89,0,0,4,0,3,3,1,3,0,0,0,5,1,0,0
11880,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,12,2,3,3,3,3,0,0,0,4,12,0,1
11881,2.693006,tcp,-,FIN,214,36,280701,1558,92.461731,254,252,829972.125,4500.546875,104,1,12.480779,72.175914,1406.200206,85.055195,255,55024823,2510543818,255,0.210071,0.166848,0.043223,1312,43,0,0,3,1,1,1,1,2,0,0,0,1,3,0,0
11882,1.069849,tcp,-,FIN,10,8,588,354,15.890093,254,252,3963.176025,2318.084229,2,1,118.872111,136.142281,6614.080186,232.830703,255,242285599,847693441,255,0.143531,0.098473,0.045058,59,44,0,0,10,1,1,1,1,1,0,0,0,5,1,0,0
11883,0.59448,tcp,ftp-data,FIN,8,8,364,622,25.232137,62,252,4292.827637,7334.141113,1,2,84.925712,77.419711,5913.813946,166.685797,255,3125344304,332467492,255,0.098358,0.051516,0.046842,46,78,0,0,1,1,2,1,1,2,0,0,0,2,1,0,1
11884,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,7,7,7,7,0,0,0,7,7,0,1
11885,0.001107,udp,dns,CON,2,2,130,162,2710.026984,31,29,469738,585365.8125,0,0,0.011,0.009,0,0,0,0,0,0,0,0,0,65,81,0,0,3,0,3,2,1,1,0,0,0,14,3,0,0
11886,0.687422,tcp,http,FIN,10,8,794,1110,24.730079,62,252,8320.944336,11311.8291,2,2,76.266889,86.527711,3919.507241,124.785531,255,521583063,3134640386,255,0.108558,0.081725,0.026833,79,139,1,153,3,1,1,1,1,3,0,0,1,1,3,0,0
11887,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
11888,3.00E-06,leaf-1,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,21,2,4,4,4,4,0,0,0,5,16,0,1
11889,0.564453,tcp,http,FIN,10,8,864,1096,30.117653,62,252,11026.60449,13591.91992,2,2,62.705222,67.259859,3438.046737,94.652664,255,3225983324,705525552,255,0.189628,0.093624,0.096004,86,137,1,126,2,1,1,1,1,2,0,0,1,1,2,0,0
11890,1.00E-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,3,2,2,3,0,0,0,8,7,0,1
11891,8.550902,tcp,smtp,FIN,118,42,116243,2818,18.594529,62,252,107832.3594,2573.763428,50,8,73.08463,207.749031,12039.26657,584.6335,255,2832177668,3029331198,255,0.088227,0.032384,0.055843,985,67,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
11892,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,52,2,43,43,25,52,0,0,0,43,52,0,1
11893,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,27,2,11,11,11,27,0,0,0,11,27,0,1
11894,1.386054,tcp,-,FIN,10,6,2516,268,10.822089,254,252,13073.08301,1292.878906,2,1,149.776111,255.515406,9308.561085,451.339313,255,284704645,1228837408,255,0.175255,0.108468,0.066787,252,45,0,0,2,1,2,1,1,3,0,0,0,19,2,0,0
11895,0.764696,tcp,-,FIN,122,126,7808,15182,323.004173,31,29,81015.20313,157573.7344,30,32,6.316909,6.113136,435.182891,431.502616,255,1033260977,3179715504,255,0.00071,0.000549,0.000161,64,120,0,0,6,0,2,1,1,1,0,0,0,3,6,0,0
11896,0.395642,tcp,http,FIN,10,8,694,354,42.968137,254,252,12637.6875,6268.292969,2,1,43.331,49.466855,3076.8887,104.513789,255,2688159810,1345449203,255,0.09585,0.049364,0.046486,69,44,1,0,12,1,3,3,1,3,0,0,1,3,11,0,1
11897,0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.728,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0
11898,18.717207,tcp,http,FIN,228,1464,10200,1936422,90.344676,62,252,4340.818359,827089.1875,2,729,82.454692,12.745864,4083.851554,1498.338432,255,2797749740,2009631362,255,0.163769,0.1,0.063769,45,1323,1,938572,1,1,2,1,1,1,0,0,1,1,1,0,1
11899,0.717453,tcp,-,FIN,10,8,534,354,23.694932,254,252,5363.41748,3456.672363,2,1,77.173444,92.715711,4501.625752,142.057234,255,930228705,908350203,255,0.15339,0.068439,0.084951,53,44,0,0,6,1,6,3,3,12,0,0,0,6,5,0,0
11900,0.001728,udp,-,CON,4,4,520,304,4050.925919,31,29,1805555.5,1055555.5,0,0,0.451333,0.217333,0.630505,0.29888,0,0,0,0,0,0,0,130,76,0,0,9,0,1,1,1,1,0,0,0,1,4,0,0
11901,0.448488,tcp,-,CON,6,2,998,86,15.607999,62,252,14840.97656,767.021667,2,1,89.6976,0.008,4604.31475,0,255,3705699651,3262980964,255,0.276565,0.172396,0.104169,166,43,0,0,4,3,2,2,1,3,0,0,0,2,3,0,0
11902,0.661994,tcp,-,FIN,10,6,2516,268,22.658816,254,252,27371.84961,2706.973145,2,1,67.997111,116.066,3738.455281,166.678703,255,1495058612,2394821168,255,0.218727,0.081655,0.137072,252,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
11903,1.142676,tcp,http,FIN,14,18,1684,10168,27.1293,31,29,10949.73535,67238.65625,3,5,87.801075,67.183353,8835.53946,7737.019335,255,4142614776,4143767383,255,0.000713,0.000554,0.000159,120,565,1,3924,2,0,1,1,1,1,0,0,1,1,1,0,0
11904,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,33,33,18,33,0,0,0,33,33,0,1
11905,0.001102,udp,dns,CON,2,2,146,178,2722.323026,31,29,529945.5625,646098,0,0,0.011,0.008,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,3,2,1,1,0,0,0,3,2,0,0
11906,1.268968,tcp,http,FIN,14,18,1684,10168,24.4293,31,29,9859.980469,60546.83984,3,5,97.582618,74.615588,9151.526572,8011.242204,255,2281436810,164849544,255,0.000639,0.000501,0.000138,120,565,1,3924,2,0,6,1,1,1,0,0,1,4,2,0,0
11907,2.462774,tcp,-,FIN,10,8,2516,354,6.902785,254,252,7357.556641,1006.994507,2,1,273.641556,328.576719,17425.54618,481.345844,255,3840327893,3548556327,255,0.2792,0.162075,0.117125,252,44,0,0,18,1,1,1,1,1,0,0,0,10,1,0,0
11908,0.272907,tcp,-,FIN,12,8,668,376,69.620789,254,252,17969.49219,9644.311523,3,2,23.821727,38.145855,1271.778759,56.717293,255,3033539328,2369090102,255,0.04906,0.005884,0.043176,56,47,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
11909,1.20E-05,udp,dns,INT,2,0,114,0,83333.33039,254,0,38000000,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,1
11910,0.114623,tcp,-,FIN,66,66,3910,52014,1142.877057,31,29,268776.7813,3575268.5,7,26,1.758631,1.754462,102.303188,2.486813,255,2480875121,2543639899,255,0.000694,0.000559,0.000135,59,788,0,0,2,0,5,1,1,1,0,0,0,3,5,0,0
11911,0.001122,udp,dns,CON,2,2,146,178,2673.796684,31,29,520499.0938,634581.0625,0,0,0.011,0.008,0,0,0,0,0,0,0,0,0,73,89,0,0,4,0,4,1,1,1,0,0,0,2,4,0,0
11912,0.315795,tcp,-,CON,6,2,998,86,22.166278,62,252,21076.96484,1089.314209,2,1,63.159,0.008,3916.297887,0,255,1381563680,3833634117,255,0.273747,0.247999,0.025748,166,43,0,0,4,3,4,4,1,4,0,0,0,4,4,0,0
11913,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,26,2,7,7,7,26,0,0,0,7,26,0,1
11914,0.032919,tcp,http,FIN,8,10,1044,824,516.419076,31,29,222120.9531,180321.3906,2,2,4.539714,3.556667,280.791127,7.441798,255,3748266504,3751865958,255,0.001095,0.000905,0.00019,131,82,1,83,4,0,3,1,1,1,0,0,1,3,2,0,0
11915,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,18,2,18,18,18,18,0,0,0,20,18,0,1
11916,1.107458,tcp,-,FIN,10,8,514,354,15.350469,254,252,3344.596436,2239.362549,2,1,117.137333,147.061578,6754.160721,265.923938,255,3068134952,4029690510,255,0.148078,0.078018,0.07006,51,44,0,0,8,1,1,2,1,3,0,0,0,2,3,0,0
11917,0.071841,tcp,smtp,FIN,52,40,37268,3276,1266.686128,31,29,4070322,355785.6875,18,8,1.401137,1.829051,196.625423,6.7254,255,2405815853,257287774,255,0.000637,0.000504,0.000133,717,82,0,0,1,0,2,1,1,1,0,0,0,2,1,0,0
11918,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,15,2,7,7,3,7,0,0,0,7,15,0,1
11919,1.019579,tcp,-,FIN,90,164,5592,192828,248.141622,31,29,43390.45703,1503781.375,10,71,11.451899,6.252153,815.478007,603.872979,255,4095151655,1969479888,255,0.000604,0.000475,0.000129,62,1176,0,0,12,0,3,1,1,2,0,0,0,3,12,0,0
11920,0.842038,tcp,http,FIN,10,8,920,2108,20.189113,62,252,7866.628418,17528.90039,2,2,93.457333,101.70357,4799.328377,140.485,255,3605756528,1635292770,255,0.232238,0.130108,0.10213,92,264,1,626,2,1,1,1,1,1,0,0,1,2,1,0,1
11921,1.00E-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,532,0,0,0,29,2,16,16,1,29,0,0,0,16,29,0,0
11922,1.00E-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,57,0,0,0,36,2,36,36,15,36,0,0,0,37,36,0,1
11923,0.607917,tcp,-,FIN,10,6,534,268,24.674421,254,252,6329.811523,2947.770752,2,1,58.123111,114.374797,3157.060518,169.684391,255,459460968,3174634209,255,0.150266,0.036034,0.114232,53,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
11924,0.937138,tcp,http,FIN,10,12,814,8662,22.408652,62,252,6257.349121,67789.375,2,4,104.026111,81.175636,5406.055581,6038.606008,255,1472265424,2333867929,255,0.129049,0.044202,0.084847,81,722,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
11925,0.723976,tcp,-,FIN,16,12,912,694,37.294053,254,252,9447.827148,7038.907227,5,4,47.515865,61.80291,2385.388668,76.174398,255,3684856402,2372617960,255,0.095021,0.044137,0.050884,57,58,0,0,3,1,1,1,1,2,0,0,0,3,2,0,0
11926,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,39,2,22,22,22,39,0,0,0,22,39,0,1
11927,0.050128,tcp,-,FIN,64,66,3806,52014,2573.411977,31,29,597989.125,8175231,7,26,0.790143,0.751523,50.514192,48.763524,255,497810394,2676384289,255,0.001379,0.001275,0.000104,59,788,0,0,7,0,4,1,1,2,0,0,0,9,9,0,0
11928,0.753893,tcp,-,FIN,10,6,790,268,19.896722,254,252,7544.836914,2376.995117,2,1,83.765889,121.937,4449.720394,220.526344,255,3652486449,1082218242,255,0.22583,0.142371,0.083459,79,45,0,0,5,1,1,1,1,5,0,0,0,1,4,0,0
11929,0.022117,tcp,ftp,FIN,52,54,2934,3742,4747.479299,31,29,1041009.188,1328570.75,11,15,0.428059,0.407151,29.291263,0.694365,255,233783147,2380169164,255,0.000682,0.000533,0.000149,56,69,0,0,1,0,11,1,1,4,1,1,0,5,1,0,0
11930,1.00E-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,53,2,43,43,25,53,0,0,0,43,53,0,1
11931,0.001014,udp,-,CON,2,2,146,178,2958.579772,31,29,575936.875,702169.625,0,0,0.011,0.009,0,0,0,0,0,0,0,0,0,73,89,0,0,9,0,3,1,1,1,0,0,0,5,10,0,0
11932,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,31,2,20,18,18,31,0,0,0,19,31,0,1
11933,1.10E-05,udp,-,INT,2,0,142,0,90909.0902,254,0,51636364,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,71,0,0,0,1,2,1,1,1,1,0,0,0,5,2,0,1
11934,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,48,2,27,27,14,48,0,0,0,28,48,0,1
11935,6.635257,tcp,-,REQ,4,0,180,0,0.45213,254,0,162.766876,0,3,0,2211.75225,0,3127.87825,0,255,0,0,0,0,0,0,45,0,0,0,28,6,16,2,2,26,0,0,0,17,26,0,0
11936,1.146204,tcp,http,FIN,10,8,1296,354,14.831566,254,252,8145.146973,2163.663818,2,1,127.356,148.731719,7354.783986,331.885719,255,3822730142,1563340329,255,0.136812,0.045531,0.091281,130,44,1,0,2,1,2,2,1,2,0,0,1,2,2,0,1
11937,1.00E-06,tcp,-,REQ,2,0,90,0,1000000.003,254,0,360000000,0,1,0,0.001,0,0,0,255,0,0,0,0,0,0,45,0,0,0,7,6,4,1,1,27,0,0,0,5,6,0,0
11938,0.869683,tcp,-,FIN,34,12,29448,642,51.74299,254,252,262918.7813,5418.065918,14,3,25.341666,75.579094,1853.706988,100.962141,255,3127000558,1987058501,255,0.102049,0.03831,0.063739,866,54,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
11939,2.649994,tcp,-,FIN,14,14,774,728,10.188703,254,252,2170.571045,2040.759399,4,3,203.781159,199.868313,12297.87889,347.290969,255,3120218031,340989651,255,0.101911,0.0517,0.050211,55,52,0,0,2,1,1,1,1,1,0,0,0,1,2,0,0
11940,6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,8,2,5,4,4,4,0,0,0,4,8,0,1
11941,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,4,7,0,0,0,7,14,0,1
11942,3.00E-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,52,0,0,0,3,2,1,1,1,2,0,0,0,1,1,0,0
11943,1.06438,tcp,-,FIN,16,12,5930,678,25.366879,254,252,41789.58594,4675.021973,5,4,70.958668,88.263727,4235.09964,143.84425,255,1403720281,351205088,255,0.153706,0.084558,0.069148,371,57,0,0,5,1,1,1,1,5,0,0,0,1,5,0,0
11944,1.225601,tcp,http,FIN,10,8,834,354,13.870746,254,252,4902.084961,2023.49707,2,1,136.177889,166.469578,8245.417725,352.164219,255,542181600,675853285,255,0.125441,0.059661,0.06578,83,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
11945,0.382132,tcp,http,FIN,10,8,1764,354,44.487246,254,252,33245.05859,6489.904297,2,1,42.459111,50.833285,2907.226029,116.331031,255,2143308800,2944391039,255,0.082112,0.022398,0.059714,176,44,1,0,1,1,1,1,1,1,0,0,1,2,1,0,1
11946,0.847726,tcp,ftp,FIN,52,54,2934,3742,123.860778,31,29,27159.71875,34662.14453,11,15,16.614412,15.985132,1720.490892,52.836277,255,2168975291,24649224,255,0.000641,0.000508,0.000133,56,69,0,0,2,0,4,1,1,4,1,1,0,5,1,0,0
11947,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,1
11948,0.001102,udp,dns,CON,2,2,146,178,2722.323026,31,29,529945.5625,646098,0,0,0.011,0.008,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,2,1,1,2,0,0,0,7,2,0,0
11949,2.248221,tcp,-,FIN,30,20,10731,1892,21.795011,62,252,36914.52344,6397.947754,11,8,77.493931,113.492266,4807.719674,145.684578,255,775601416,2204832719,255,0.150718,0.091856,0.058862,358,95,0,0,2,1,1,1,1,1,0,0,0,2,1,0,1
11950,1.049958,tcp,http,FIN,14,18,1684,10168,29.524991,31,29,11916.66699,73176.25781,3,5,80.738464,61.729824,8773.847631,7682.868616,255,2773352412,2774323102,255,0.000717,0.000547,0.00017,120,565,1,3924,3,0,1,1,1,1,0,0,1,9,1,0,0
11951,2.040202,tcp,-,FIN,10,8,2516,354,8.332509,254,252,8881.473633,1215.565918,2,1,226.689111,277.055844,13679.41436,408.330562,255,270532011,360387387,255,0.188466,0.10012,0.088346,252,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
11952,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,26,26,13,33,0,0,0,26,33,0,1
11953,1.00E-05,udp,-,INT,2,0,1792,0,100000.0025,254,0,716800000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,896,0,0,0,34,2,14,14,1,14,0,0,0,14,34,0,1
11954,0.564178,tcp,-,FIN,10,6,2516,268,26.587354,254,252,32117.52344,3176.30249,2,1,62.584778,99.733,3236.930416,168.969328,255,894992321,789495497,255,0.12586,0.065504,0.060356,252,45,0,0,5,1,1,1,1,3,0,0,0,1,3,0,0
11955,1.535254,tcp,http,FIN,10,10,826,1266,12.375802,62,252,3876.882812,5940.385254,2,2,170.481889,159.070562,11933.0656,244.118016,255,708428911,3141441573,255,0.180318,0.103612,0.076706,83,127,1,187,2,1,1,1,1,2,0,0,1,1,3,0,0
11956,9.00E-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,5,2,1,1,1,1,0,0,0,2,1,0,1
11957,0.001116,udp,dns,CON,2,2,146,178,2688.172044,31,29,523297.5,637992.8125,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,4,0,3,2,1,1,0,0,0,6,4,0,0
11958,6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,20,2,19,18,18,20,0,0,0,18,20,0,1
11959,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,36,2,18,18,18,36,0,0,0,19,36,0,1
11960,0.673691,tcp,-,FIN,10,8,564,354,25.234122,254,252,6032.439453,3681.213135,2,1,74.854556,94.894289,5476.071126,138.066641,255,3253678962,786199201,255,0.061442,0.008694,0.052748,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
11961,1.662826,tcp,ssh,FIN,228,236,24240,29452,278.441651,31,29,116110.7734,141099.5625,54,67,7.325225,7.07249,654.970318,645.277882,255,2896532032,747289176,255,0.000807,0.000651,0.000156,106,125,0,0,1,0,1,1,1,1,0,0,0,3,2,0,0
11962,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,39,2,13,13,9,39,0,0,0,13,39,0,1
11963,1.875378,tcp,-,FIN,10,8,928,354,9.064839,254,252,3566.214355,1322.400024,2,1,202.480333,259.963422,12618.96802,451.96525,255,452872071,3083420072,255,0.126037,0.05563,0.070407,93,44,0,0,3,1,1,1,1,1,0,0,0,3,1,0,0
11964,1.013996,tcp,-,FIN,12,22,1108,19460,32.544507,254,252,8015.810547,146556.7969,2,8,92.181456,46.440334,6581.536931,4303.532355,255,2594540220,3134369270,255,0.092072,0.038024,0.054048,92,885,1,8734,1,1,1,1,1,3,0,0,1,1,1,0,1
11965,6.00E-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,4,4,4,4,0,0,0,7,9,0,1
11966,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,3,3,3,3,0,0,0,3,14,0,1
11967,0.217901,tcp,http,FIN,10,6,952,268,68.838599,254,252,31463.82813,8223.917969,2,1,23.142,42.359398,1175.890729,68.619906,255,2718191688,3191055409,255,0.050631,0.006095,0.044536,95,45,1,0,1,1,1,1,1,1,0,0,1,9,1,0,1
11968,1.076697,tcp,pop3,FIN,30,94,1388,101874,114.238268,62,252,9971.236328,748890.375,7,45,37.127482,11.504183,1973.134914,1183.465717,255,983589598,172955484,255,0.049783,0.006075,0.043708,46,1084,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
11969,0.647713,tcp,-,FIN,10,8,598,354,26.246192,254,252,6657.269531,3828.856201,2,1,68.538444,80.793,4208.69439,131.565328,255,1581988617,3989056301,255,0.140108,0.082153,0.057955,60,44,0,0,10,1,2,2,1,10,0,0,0,3,10,0,0
11970,0.00517,tcp,-,FIN,24,20,2158,1918,8317.215045,31,29,3201547.5,2820889.75,6,5,0.224783,0.235526,13.32826,14.179507,255,2786650149,641575660,255,0.000737,0.000583,0.000154,90,96,0,0,5,0,1,1,1,1,0,0,0,3,8,0,0
11971,43.710686,tcp,ftp,FIN,24,24,1296,1364,1.075252,254,252,227.312836,239.392258,10,16,1900.464434,1896.284375,277871.0522,8600.944,255,4199729345,111187568,255,0.106316,0.05462,0.051696,54,57,0,0,3,1,3,2,2,2,0,0,0,2,3,0,1
11972,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,21,2,18,18,18,21,0,0,0,18,21,0,1
11973,0.638259,tcp,-,FIN,10,6,588,268,23.501431,254,252,6643.071289,2807.637695,2,1,67.014333,114.042797,3349.993344,170.664359,255,3239149017,667759470,255,0.200141,0.068036,0.132105,59,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,0
11974,0.327931,tcp,-,FIN,16,18,1540,1644,100.630929,31,29,35226.92578,37886.01953,4,4,21.839801,19.262117,1202.754035,36.632852,255,4244387537,388531,255,0.000653,0.000472,0.000181,96,91,0,0,5,0,2,1,1,1,0,0,0,1,7,0,0
11975,9.00E-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
11976,0.666828,tcp,-,FIN,10,8,564,354,25.493831,254,252,6094.525391,3719.100098,2,1,74.092,94.060289,5405.472636,135.103047,255,3564631999,3228853679,255,0.051602,0.007641,0.043961,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1
11977,1.00E-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,1
11978,1.10E-05,udp,-,INT,2,0,168,0,90909.0902,254,0,61090908,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
11979,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,25,2,18,18,18,25,0,0,0,18,25,0,1
11980,1.10E-05,narp,-,INT,2,0,200,0,90909.0902,254,0,72727272,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,100,0,0,0,14,2,6,4,4,5,0,0,0,5,14,0,1
11981,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,31,2,31,31,18,31,0,0,0,31,31,0,1
11982,1.131177,tcp,-,FIN,10,8,878,354,15.028595,254,252,5594.17334,2192.406738,2,1,125.59,149.155859,6986.240129,278.607531,255,2269355266,4133200242,255,0.159076,0.087084,0.071992,88,44,0,0,3,1,2,2,2,3,0,0,0,2,3,0,0
